Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
2024,Senior-Level,Full-Time,Data Scientist,220000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,137500,USD,0,Medium
2024,Senior-Level,Full-Time,AI Engineer,212000,USD,0,Medium
2024,Senior-Level,Full-Time,AI Engineer,93300,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,291900,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,103800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science,234000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science,146000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2024,Mid-Level,Full-Time,Data Science Consultant,160000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Science Consultant,70000,USD,100,Medium
2024,Senior-Level,Full-Time,Research Engineer,179000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Engineer,112000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Management Analyst,145000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Management Analyst,120000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,142100,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,94700,USD,0,Medium
2024,Mid-Level,Full-Time,AI Engineer,166000,USD,0,Medium
2024,Mid-Level,Full-Time,AI Engineer,73100,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science Consultant,145000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science Consultant,128000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,90000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,75000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,99000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,87000,USD,0,Medium
2024,Executive-Level,Full-Time,Data Engineer,334075,USD,0,Medium
2024,Executive-Level,Full-Time,Data Engineer,268500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,230000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,195000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Analyst,212000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Analyst,93300,USD,0,Medium
2024,Entry-Level,Full-Time,Data Operations Analyst,110500,USD,0,Medium
2024,Entry-Level,Full-Time,Data Operations Analyst,69000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Management Consultant,100000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Management Consultant,85000,USD,0,Medium
2024,Mid-Level,Full-Time,Business Intelligence Analyst,107690,USD,0,Medium
2024,Mid-Level,Full-Time,Business Intelligence Analyst,78300,USD,0,Medium
2024,Entry-Level,Full-Time,Analytics Engineer,131000,USD,100,Medium
2024,Entry-Level,Full-Time,Analytics Engineer,110000,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,133000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,58400,USD,0,Medium
2024,Entry-Level,Full-Time,Data Engineer,115000,USD,100,Medium
2024,Entry-Level,Full-Time,Data Engineer,87550,USD,100,Medium
2024,Executive-Level,Full-Time,Data Engineer,209309,USD,0,Medium
2024,Executive-Level,Full-Time,Data Engineer,168854,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,133000,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,58400,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,269000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,165000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,245000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,185000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,333500,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,180000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,195000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,147500,USD,100,Medium
2024,Entry-Level,Full-Time,Machine Learning Engineer,187500,USD,0,Medium
2024,Entry-Level,Full-Time,Machine Learning Engineer,99500,USD,0,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,126400,USD,100,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,101100,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,167400,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,116600,USD,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,126000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,87000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,152375,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,94000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Quality Analyst,80000,GBP,0,Medium
2024,Senior-Level,Full-Time,Data Quality Analyst,45000,GBP,0,Medium
2024,Senior-Level,Full-Time,Data Architect,276000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Architect,174000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,113800,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,74400,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,333500,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,183000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,260000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,192000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,158000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,105000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,148000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,110000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Manager,128000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Manager,81500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,115000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,75300,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,140000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,100000,USD,100,Medium
2024,Mid-Level,Full-Time,ML Engineer,240000,USD,0,Medium
2024,Mid-Level,Full-Time,ML Engineer,140000,USD,0,Medium
2024,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
2024,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2024,Mid-Level,Full-Time,Data Scientist,187200,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,100800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,153200,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,102200,USD,100,Medium
2024,Senior-Level,Full-Time,Robotics Software Engineer,240000,USD,0,Medium
2024,Senior-Level,Full-Time,Robotics Software Engineer,160000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Analyst,105000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Analyst,77000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,207300,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,119000,USD,0,Medium
2024,Mid-Level,Full-Time,Machine Learning Engineer,160000,USD,100,Medium
2024,Mid-Level,Full-Time,Machine Learning Engineer,130000,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,155000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,125000,USD,0,Medium
2024,Executive-Level,Full-Time,Machine Learning Engineer,265000,USD,0,Medium
2024,Executive-Level,Full-Time,Machine Learning Engineer,203800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,135000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,105000,USD,0,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,345400,USD,0,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,272700,USD,0,Medium
2024,Mid-Level,Full-Time,Robotics Software Engineer,198000,USD,0,Medium
2024,Mid-Level,Full-Time,Robotics Software Engineer,160000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,198000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,180000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,100000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,80000,USD,0,Medium
2024,Senior-Level,Full-Time,ML Engineer,250000,USD,0,Medium
2024,Senior-Level,Full-Time,ML Engineer,200000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,155000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,139500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Architect,160000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Architect,110000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,247600,USD,0,Large
2024,Senior-Level,Full-Time,Research Scientist,127300,USD,0,Large
2024,Senior-Level,Full-Time,Data Scientist,191500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,111500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,204800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,115800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science Consultant,116000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science Consultant,90000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,206000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,140250,USD,100,Medium
2024,Senior-Level,Full-Time,Applied Scientist,225000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,190000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,175000,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,84105,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,76095,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,250000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,140000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,100000,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Researcher,250800,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Researcher,167200,USD,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,165000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Engineer,140250,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,110000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,90000,USD,100,Medium
2024,Mid-Level,Full-Time,Research Scientist,300000,USD,0,Medium
2024,Mid-Level,Full-Time,Research Scientist,200000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,155000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,104603,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,279000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,183000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,252000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,168000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,96600,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,55200,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,73756,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,61463,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,130000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,100000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,167500,USD,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,106500,USD,0,Medium
2024,Mid-Level,Full-Time,Analytics Engineer,126000,USD,0,Medium
2024,Mid-Level,Full-Time,Analytics Engineer,78000,USD,0,Medium
2024,Mid-Level,Full-Time,AI Architect,800000,USD,100,Medium
2023,Entry-Level,Full-Time,Data DevOps Engineer,44382,EUR,50,Large
2024,Entry-Level,Full-Time,Data Analyst,40100,EUR,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,28069,EUR,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,220000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,137500,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,127660,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,68740,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,137930,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,74270,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,180500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,96200,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,266875,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,128250,USD,0,Medium
2024,Executive-Level,Full-Time,Business Intelligence,230000,USD,0,Medium
2024,Executive-Level,Full-Time,Business Intelligence,176900,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2024,Mid-Level,Full-Time,Machine Learning Scientist,200000,USD,0,Medium
2024,Mid-Level,Full-Time,Machine Learning Scientist,140000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,80080,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,65400,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,210000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,178500,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,165000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,115500,USD,0,Medium
2024,Senior-Level,Full-Time,AI Software Engineer,242000,USD,0,Medium
2024,Senior-Level,Full-Time,AI Software Engineer,106200,USD,0,Medium
2024,Senior-Level,Full-Time,Data Integration Engineer,148000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Integration Engineer,100000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,145000,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,180000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,96600,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,55200,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,85500,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,51000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Science,185490,USD,0,Medium
2024,Senior-Level,Full-Time,Data Science,134530,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,337300,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,192700,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,205000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,175000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,185900,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,109400,USD,0,Medium
2024,Mid-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
2024,Mid-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,277000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,173000,USD,0,Medium
2024,Executive-Level,Full-Time,Data Architect,210000,USD,100,Medium
2024,Executive-Level,Full-Time,Data Architect,180000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Engineer,70000,EUR,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,53000,EUR,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,200000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Engineer,150000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,193000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,156000,USD,100,Medium
2024,Entry-Level,Full-Time,Business Intelligence Analyst,92000,USD,0,Medium
2024,Entry-Level,Full-Time,Business Intelligence Analyst,90000,USD,0,Medium
2024,Mid-Level,Full-Time,Analytics Engineer,197000,USD,0,Medium
2024,Mid-Level,Full-Time,Analytics Engineer,115000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,86026,EUR,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,71688,EUR,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,86146,EUR,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,71789,EUR,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,170000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,130000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,297000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,138000,USD,0,Medium
2024,Mid-Level,Full-Time,Research Scientist,212800,USD,0,Large
2024,Mid-Level,Full-Time,Research Scientist,124100,USD,0,Large
2024,Senior-Level,Full-Time,Data Science,160000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Science,150000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Operations Specialist,55720,USD,100,Medium
2024,Senior-Level,Full-Time,Data Operations Specialist,50700,USD,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,140000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,136000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,195000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,147500,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,195000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,147500,USD,100,Medium
2024,Entry-Level,Full-Time,Research Analyst,300000,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,150000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,154000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,103000,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,300000,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,150000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,234000,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,208000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,206000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Engineer,175100,USD,100,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,324000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,159000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,150895,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,120715,USD,0,Medium
2024,Entry-Level,Full-Time,Research Analyst,300000,USD,100,Medium
2024,Entry-Level,Full-Time,Research Analyst,150000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,283800,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,234700,USD,0,Medium
2024,Entry-Level,Full-Time,Business Intelligence Analyst,86000,USD,0,Medium
2024,Entry-Level,Full-Time,Business Intelligence Analyst,53000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,187158,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,116974,USD,0,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,225000,USD,0,Medium
2024,Senior-Level,Full-Time,Analytics Engineer,180000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,179000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,112000,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,195700,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,97700,USD,0,Medium
2024,Senior-Level,Full-Time,BI Analyst,100000,USD,0,Medium
2024,Senior-Level,Full-Time,BI Analyst,85000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Analyst,119000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Analyst,52100,USD,0,Medium
2024,Senior-Level,Full-Time,Business Intelligence Developer,136000,USD,0,Medium
2024,Senior-Level,Full-Time,Business Intelligence Developer,91536,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,199700,USD,0,Medium
2024,Senior-Level,Full-Time,Data Engineer,165100,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,251250,USD,0,Medium
2024,Senior-Level,Full-Time,Machine Learning Engineer,120750,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,240000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Scientist,220000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Science,160000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Science,150000,USD,100,Medium
2024,Executive-Level,Full-Time,Data Science,300000,USD,100,Medium
2024,Executive-Level,Full-Time,Data Science,220000,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,130000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,100000,USD,0,Medium
2024,Entry-Level,Full-Time,Data Analyst,170000,USD,100,Medium
2024,Entry-Level,Full-Time,Data Analyst,150000,USD,100,Medium
2024,Senior-Level,Full-Time,Data Analyst,150000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Analyst,120000,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,247300,USD,0,Medium
2024,Senior-Level,Full-Time,Data Scientist,139800,USD,0,Medium
2024,Executive-Level,Full-Time,Data Engineer,220000,USD,100,Medium
2024,Executive-Level,Full-Time,Data Engineer,210000,USD,100,Medium
2024,Entry-Level,Full-Time,Research Analyst,116000,USD,100,Medium
2024,Entry-Level,Full-Time,Research Analyst,79000,USD,100,Medium
2024,Mid-Level,Full-Time,Data Scientist,130000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,117000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,172200,USD,0,Medium
2024,Mid-Level,Full-Time,Data Scientist,131200,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,210000,USD,0,Medium
2024,Senior-Level,Full-Time,Research Scientist,151800,USD,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,133000,USD,0,Medium
2024,Mid-Level,Full-Time,Data Engineer,58300,USD,0,Medium
